text,label
"เริ่ม,ต้นปี,จาน,เอไอเอส,พอยท์,มอบให้,ความ,เสริม,มากมาย,ไม่,ว่า,จะ,เสวย,เที่ยว,ช้อ,ปสุ,ด,คุ้ม,และ,ทำให้เพิ่ม,ทางเลือก,ให้,คุณ,ใช้งาน,แต้ม,สะสม,จาก,ผู้เป็นหุ้นส่วน,บาง,จาก,แล,กรับ,สิทธิพิเศษ,ต่างๆ,ได้,บน,แอ,ป,ตั้งแต่,คณิต,มกราคม,แม็ท,เลข,มีนาคม,เลข,พิเศษ,คลิก,ลิงก์",0
"ติ่ง,ซีรีส์,จีน,ดู,และ,พร้อม,เน็ต,คณิต,สำหรับ,แอ,ป,เตือน,ละ,คณิต,บาท,ดัน,เลข,เลข,หรือ,คลิก,ลิงก์",0
"ลด,ฉ่ำ,เน็ต,เลข,เลข,บาท,เลข,วัน,จาก,เลข,บาท,ถึง,เลข,กุมภาพันธ์,เลข,หรือ,เลข,เลข,บาท,เลข,วัน,ลิงก์",0
"ต้อนรับ,คุณ,จัน,ท,นิภา,เป็น,ลูกค้า,เซ,เร,เนต,โก,ลต์,ตั้งแต่,เลข,แม็ท,คณิต,เลข,ตัวเลข,เลข,เปิดอยู่,อ่าน,ความ,พิเศษ,เฉพาะ,คุณ,ดิน,ลิงก์",0
"ลูกค้า,สถานที่,มี,แพ็กเกจ,ไม่,อั้น,เชื่อมต่อ,อัตโนมัติ,ดิน,โดย,ไม่,มี,ค่าใช้จ่าย,พิเศษ,ลูกค้า,ที่,ไม่,บรรจุ,แพกเกจ,ไม่,อั้น,ควบคุม,การใช้งาน,โดย,เชื่อมต่อ,ด้วยตัวเอง,ที่",0
"บอ,กรัก,พ่อแม่,ด้วย,การ,ซื้อ,ประกันชีวิต,อาวุโส,อย่างน่าพอใจ,มอบ,บิดามารดา,คุ้ม,ครองชีวิต,มากที่สุด,ตัวเลข,แม็ท,พระบาท,เริ่มต้น,เพียง,ช่วงวัน,ละ,เลข,ตีน,ไม่ต้อง,ตรวจ,สุขภาพ,สมัคร,ง่าย,เป็นโรค,อะไร,ก็,สมัคร,ได้,จาก,ลิงก์",0
"จิต,ฟู,เน็ต,ฟู,ล,สปีด,เล่น,ไม่,สะดุด,เลข,วันที่,เลข,บาท,เลข,วัน,ถึง,แม็ท,กุมภาพันธ์,เลข,คลิก,ลิงก์",0
"แจก,ทอง,เป็นกอง,มี,ทอง,แจก,ทุกวัน,จันทร์,เสาร์,ตลอด,เดือน,พฤศจิกายน,เลข,เล่น,ฟรี,ทุกวัน,ตั้งแต่,เลข,เลข,พฤศจิกายน,เลขที่,ทรู,ไอ,ดี,คลิก,เลย,ลิงก์",0
"ทุก,ทริป,มั่นใจ,ด้วย,ประกัน,เดินทาง,เบี้ย,เริ่ม,แค่,ทริป,ละ,เลข,บาท,รับ,ส่วนลด,เลข,เพียง,กรอก,โค้ด,ลิงก์",0
"รหัส,สำหรับ,ปิด,การใช้งาน,หรือ,ย้าย,เครื่อง,ยืนยัน,ตัวตน,ของ,คุณ,คือ",0
"ชอบ,ร้าน,ไหน,ก็,คุ้ม,เวอร์,ลูกค้า,ทรู,ซื้อ,แพ็ก,เน็ต,เลข,เลข,บาท,รับ,คูปอง,แทน,เงินสด,เลข,บาท,ใช้,ที่,เลข,ธค,เลข,เลข,ธค,เลข,ลิงก์",0
"แพ็กเกจ,บน,แอ,ป,จะ,มี,การ,ปรับเปลี่ยน,ช่อง,โดย,และ,จะ,ยุติ,ให้บริการ,เริ่ม,ตั้งแต่,เลข,กันยายน,เลข,เป็นต้นไป,ท่าน,สามารถ,รับ,ชม,รายการ,ความบันเทิง,อื่นๆ,อีก,มากมาย,ได้,ตามปกติ,ทาง,เพิ่มเติม,ลิงก์,เช็ก,เปลี่ยน,แพ็ก,ลิงก์",0
"ลา,ซา,ด้าช้อป,ดีล,ดี,ส่งท้าย,ปี,ช่วย,เปย์,เลข,ลิงก์",0
"ใช้,เอไอเอส,พอยท์,แลก,คือ,ส่วนลด,แทน,เงินสด,ทุกๆ,ตัวเลข,พอยต์,แม็ท,พระบาท,กิน,เที่ยว,ช้อป,ที่,ร้านค้า,ถุงเงิน,กว่า,เลข,ตัวเลข,เลข,ร้านค้า,ทั่ว,ไท,ที่,เป็นเจ้าของ,สัญลักษณ์,เอไอเอส,พอยท์,เสริม,คลิก,ลิงก์,มกราคม,แม็ท,คณิต,เดือนธันวาคม,แม็ท",0
"เฉพาะ,คุณ,ส่วนลด,เลข,เพียง,ชอป,เลขที่,วัตสัน,ไปถึง,แม็ท,มีนาคม,แม็ท,ลิงก์",0
"รหัส,นี้,ใช้,สำหรับ,กรอก,ผ่าน,แอ,ป,เพื่อ,เพิ่ม,อุปกรณ์,อีกครั้ง,ด้วย,ตนเอง,โดยลำพัง,ห้าม,จ่าย,กรอก,บน,ช่องทาง,อื่น,และ,โปร,ตระ,วัง,มิจฉาชีพ,สอบถาม,ดาต้า,เลข,แม็ท",0
"ธนาคาร,เกษตรกร,ไทย,แคนเซิล,ผ่านบอล,ติด,ลิงก์,ให้,ผู้ซื้อสินค้าและบริการ,แล้ว,ระวัง,อย่า,กด,ลิงก์,จุด,มิจฉาชีพ,ส่งบอล,แทรก,เข้า,จำนวนหนึ่งกล่อง,แมสเซจ,เดียวกัน,กับข้าว,ของ,แบงค์",0
"ธนาคาร,กสิกร,ไทย,ยกเลิก,ส่ง,แนบ,ลิงก์,ให้,ลูกค้า,แล้ว,ระวัง,อย่า,กด,ลิงก์,ที่,มิจฉาชีพ,ส่ง,แทรก,เข้า,กล่อง,ข้อความ,เดียวกัน,กับ,ของ,ธนาคาร",0
"รหัสผ่าน,ครั้ง,เดียว,เปิด,ใช้,บัวหลวง,เอ็ม,แบงก์กิ้ง,คือ,เลข,ใช้,ภายใน,เลข,นาที,โปรด,เก็บ,รหัส,นี้,เป็นความลับ,เพื่อ,ความปลอดภัย",0
"ต้อนรับ,เปิดเทอม,กับ,โปรเจ็ก,สุนทรี,ย,แห่ง,มนุษยศาสตร์,ตะขอเกี่ยว,เชิญ,เข้า,รับ,ชม,นิทรรศการ,และ,พิธี,เปิดสวิตช์,โปรเจ็ก,จาก,คนผลิตงานสร้างสรรค์,ณ,ลาน,กิจกรรม,และ,รูม,ทรู,แล็ป,วันที่,คณิต,มิถุนายน,คณิตศาสตร์,กาล,แม็ท,ตัวเลข,น,เป็นต้นไป",0
"เฉพาะ,คุณ,ส่วนลด,เลข,เพียง,ชอป,เลขที่,วัตสัน,ถึง,เลข,มีนาคม,เลข,ลิงก์",0
"สมัคร,แอพ,บน,อุปกรณ์,อีกครั้ง,หาก,ไม่,ใช่,คุณ,กรุณา,ติดต่อ,ธนาคาร,ทันที",0
"พัสดุ,จัดส่ง,สำเร็จ,แล้ว,ตรวจสอบ,ได้ที่,เว็บไซต์,หาก,มี,ข้อสงสัย,กรุณา,ติดต่อ,เลข",0
"สิทธิ,การ,รับ,โบนัส,เน็ต,ฟรี,เลข,ใช้ได้,เลข,วัน,จาก,แคมเปญ,จ่าย,ภายใน,กำหนด,ของ,คุณ,กำลังจะ,สิ้นสุดลง,กรุณา,กด,รับ,สิทธิ,ที่,เลข,เลข,ภายใน,เลข,เลข,เลข,แล้ว,รอ,รับ,ยืนยัน,การใช้งาน",0
"จ่าย,บิล,ทรู,รับ,ทรู,พอยท์,เลข,ง่ายๆ,เพียง,จ่าย,บิล,เลข,บาท,ขึ้นไป,ผ่าน,แอ,ป,ทรู,มัน,นี่,จ่าย,เลย",0
"คะแนน,วัตถุ,คุณ,หมดอายุ,หรือยัง,ตรวจดู,วันหมดอายุ,และ,คะแนน,คงเหลือ,ด้วย,ตนเอง,ง่ายๆ,ได้ที่",0
"ซื้อ,เลข,ทุ,กรุ่น,กับ,เริ่มต้น,เพียง,เลข,บาท,ต่อ,เตือน,เท่านั้น,พิเศษ,รับ,ฟรี,มูลค่า,เลข,บาท,สิทธิพิเศษ,นี้,สำหรับ,ลูกค้า,เปิด,เบอร์,ใหม่,ย้าย,ค่าย,หมายเลข,เดิม,และ,ลูกค้า,รายเดือน,ปัจจุบัน,ภายใน,วันที่,เลข,มีนาคม,เลขที่,และ,ร้านค้า,ตัวแทนจำหน่าย,ที่,ร่วม,รายการ",0
"พิเศษ,สมาชิก,ได้รับ,ส่วนลด,คณิตศาสตร์,ดาดฟ้า,เลข,ถึง,เลข,เดือนพฤศจิกายน,นี้",0
"รับ,ประ,ก้น,ความ,คุ้ม,ประกันภัย,รถยนต์,ชั้น,เลข,ลด,เลย,เลข,แถม,ฟรี,ตรวจ,เช็ก,สภาพ,รถยนต์,เลข,รายการ,และ,คูปอง,เงินสด,เลขที่,ออโต้,ว้น,ลิงก์",0
"ประจันหน้า,เหตุฉุกเฉิน,กี,อุ่นใจ,ด้วย,แผน,ประกัน,อุบัติเหตุ,ส่วนบุคคล,จาก,เคาะ,ชัวรันส์,เพิ่ม,ความ,คุ้มครอง,จาก,การ,ถูก,โจรกรรม,เริ่ม,เพียง,24_ชั่วโมง,ละ,เลข,บ.,คลิก,ตัวเลข,ลิงก์",0
"ต้อนรับ,เปิดเทอม,กับ,โครงการ,สุนทรี,ย,แห่ง,ศิลปศาสตร์,ขอ,เชิญ,เข้า,รับ,ชม,นิทรรศการ,และ,พิธี,เปิด,โครงการ,จาก,ศิลปิน,ณ,ลาน,กิจกรรม,และ,ห้อง,ทรู,แล็ป,วันที่,เลข,มิถุนายน,เลข,เวลา,เลข,เลข,น,เป็นต้นไป",0
"ขอ,ส่งความสุข,ให้,คุณ,ใน,เทศกาล,สงกรานต์,กับ,สิทธิพิเศษ,หลากหลาย,แล,กรับ,สิทธิ์,พิเศษ,ด้วย,หมายเลข,หรือ,หมายเลข,เน็ต,บ้าน,ขึ้นต้น,ด้วย,เลข,เพียง,โอน,เลข,สูงสุด,ไม่,เกิน,เลข,คะแนน,จาก,แอ,ป,เลข,มา,เป็น,คลิก,ลิงก์,ตั้งแต่,วันที่,เลข,มีนาคม,เลข,เลข,ธันวาคม,เลข",0
"ขอ,ขอบพระคุณ,คลิก,ลิงก์,รหัส,คณิต,สมัคร,สมาชิก,ใหม่,เอา,ส่วนลด,ลิงก์",0
"สติกเกอร์,ใหม่,มินิ,มอ,ล,มินิ,จิต,สติกเกอร์,จาก,ผู้ร่วมแข่งขัน,คณิต,จ่ายใต้โต๊ะ,และ,โหลด,เลย,จุด,ชำระ,สะดวก,ผ่านประสบการณ์,เบอร์,ลิงก์",0
"เลือก,ของขวัญ,สุด,เซอร์ไพรส์,เพียง,เลข,ทรู,พอยท์,แลก,เพิ่ม,เน็ต,เล่น,เกม,โทร,สุด,คุ้ม,เริ่ม,เลข,พฤศจิกายน,เลข,เลข,พฤศจิกายน,เลขที่,ทรู,ไอ,ดี,คลิก,ลิงก์",0
"คุ้ม,สุด,เน็ต,แรง,เต็ม,สปีด,เลข,คณิตศาสตร์,บาท,เลข,24_ชั่วโมง,สมัคร,โทรเลข,ตัวเลข,หรือ,คลิก,ลิงก์,ถึง,คณิตศาสตร์,เมษายน,เลข",0
"วันนี้,ห้าม,ไม่เจอ,แจก,จอ,พับ,รุ่นใหม่,ฟรี,คณิต,เฉพาะ,เลข,กันยายน,เลขที่,ทรู,ไอ,ที่ดี,เล่นดนตรี,ฟรี,คลิก,เลย,ลิงก์",0
"รับ,ประโยชน์,ส่งโทรเลข,บาท,ฟรี,ลุ้น,ดัน,ตัวเลข,สมัคร,เซอร์วิส,สุขภาพ,แม็ท,บขค",0
"ลด,คับคั่ง,กลางปี,ผู้ซื้อสินค้าและบริการ,ตอบรับ,ส่วนลด,สูงสุด,เลข,เท้า,ที่,แอ,ป,คลิก,เลย,ลิงก์",0
"แชร์,บอ,กรัก,ด้วย,การ,บริจาค,เลือด,ทั่วประเทศ,กับข้าว,โครงการ,เติม,ความรัก,ทำให้เต็ม,โลหิต,ด้วย,หัวใจ,ระหว่าง,วันที่,คณิตศาสตร์,คณิต,กุมภาพันธ์,ตัวเลข,ลุ้น,รับน้อง,หมี,จัมโบ้,สุด,น่ารัก,ซักไซ้,โทรศัพท์หา,อารอน_เบอร์",0
"เล่น,อินเทอร์เน็ต,ต่อเนื่อง,ไม่,สะดุด,ต่ำกว่า,ตลอดทั้งวัึน,จ่าย,เพียง,ตัวเลข,ทรู,พอยท์,แลก,ไซเบอร์สเปซ,เลข,นาน,คณิตศาสตร์,วันที่,เริ่มที่,คณิต,กันยายน,เลข,คณิต,กันยายน,แม็ท,เพียงแค่,สถานที่,ทรู,ตัวไอ,ดี,คลิก,ลิงก์",0
"กลับมา,แล้ว,เมนู,ละครเวที,เรื่อง,โปรด,ระวัง,ความปรารถนา,เลข,ตัวเลข,มีนาคม,เลข,นี้,ซื้อ,ตั๋ว,ได้ที่,ลิงก์,เฝ้าตาม,พวกเรา",0
"ทำให้เต็ม,เงิน,ครั้ง,ละ,แม็ท,บาทา,ขึ้นไป,วันนี้,ฟรี,อินเทอร์เน็ต,เต็ม,สปีด,ตัวเลข,นาน,คณิต,กลางวัน,ได้,โบนัส,จาก,การ,เติม,เงินพิเศษ,เน็ต,แม็ท,ความรวดเร็ว,สูงสุด,เลข,บ,วัน,ไม่,คิดเป็น,โทรเลข,เลข,หรือ,ลิงก์",0
"เลข,วันสุดท้าย,แลก,ง่าย,ได้เงิน,ทันที,แลก,เลข,ทรู,พอยท์,เลข,บาท,เข้า,ทรู,มัน,นี่,วอ,ลเล็ท,เลข,สิงหาคม,เลข,เลข,สิงหาคม,เลขที่,ทรู,ไอ,ดี,แลก,เลย,ลิงก์",0
"โหลด,ฟรี,เพลง,รอ,สาย,ฮิต,ศิลปิน,สุด,ฮอต,ไหน,บอกเลิก,แล้ว,เป๊ก,ผลิต,โชค,พิเศษ,ใช้,ฟรี,เลข,ด,คลิก,ลิงก์",0
"โปร,แรง,ซี้,ร้อน,เน็ต,เต็ม,ส,ปิด,อนุญาตให้,ชนิด,จู,กๆ,เลข,ฟรี,คณิต,แม็ท,วันที่,เพียงแค่,เลข,บา,ทก,ต,เลข,ตัวเลข,ถึง,เลข,มีนาคม,นี้,คลิก,ลิงก์",0
"เลข,รหัส,อ้างอิง,เลข,เพื่อ,ทำ,รายการ,ผ่าน,เป๋า,ตัง,ภายใน,เลข,นาที",0
"รับ,ส่วนลด,เลข,บาท,เมื่อ,ช้อป,แบรนด์,แฟ,ชัน,ระดับโลก,โดย,คนไทย,เก็บ,คูปอง,ส่วนลด,เลย,คลิก,ลิงก์",0
"ประกัน,อุบัติเหตุ,ทนทุกข์,ช่วย,ออกเงิน,เริ่ม,แค่,วัน,ละ,คณิต,บาท,พร้อม,รับ,ส่วนลด,ในทันที,เลข,บาท,คลิก,คณิต,ลิงก์",0
"เลข,ห้าม,แจ้ง,รหัส,กับ,บุคคล,อื่น,ทุก,กรณี,เลข",0
"เจ็บป่วย,ค่ารักษาพยาบาล,แพง,เตรียม,วางแผน,ประกัน,สุขภาพ,เหมาจ่าย,จาก,คุ้มครอง,สูงสุด,เลข,เลข,บาท,เบี้ย,เบา,ๆ,เริ่ม,เตือน,ละ,เลข,บาท,ไม่ต้อง,สำ,รองจ่าย,คลิก,ลิงก์",0
"ใช้,เลข,เลข,เลข,เพื่อ,ยืนยัน,เบอร์,มือถือ,ของ,คุณ,ภายใน,เลข,นาที,และ,ห้าม,บอก,รหัส,นี้,แก่,ผู้อื่น,ไม่,ว่า,กรณี,ใด",0
"เป็น,เศรษฐีใหม่,ได้,ปี,นี้,ลุ้น,รถ,ทองคำ,มือถือ,และ,รางวัล,อีก,มากมาย,เริ่ม,เลข,ทรู,พอยท์,ตั้งแต่,เลข,พฤศจิกายน,เลข,เลข,ธันวาคม,เลขที่,ทรู,ไอ,ดี,แลก,เลย,ลิงก์",0
"มา,ก่อน,ได้,ก่อน,ซัมเมอร์,นี้,ต้อง,มี,แพลน,ช้อป,เพียง,ใช้,ทรู,พอยท์,แลก,ส่วนลด,ทันที,เลข,บาท,ที่,แม็ค,โค,ร,เลข,เลข,มี,ย,เลข,คลิก,เลย,ลิงก์",0
"ไข้หวัดใหญ่,ระบาด,หน้าฝน,ไข้,สูง,หนาวสั่น,ปวดหัว,กล้ามเนื้อ,คัดจมูก,ไอ,แห้ง,รีบ,พบ,แพทย์,ผ่าน,แอ,ปฯ,หมอ,ดี,ใช้,สิทธิ์,พนักงาน,ได้,ฟรี,ส่ง,ยา,ให้,ถึง,บ้าน,คลิก,ลิงก์",0
"ขอบคุณ,ที่,ชำระ,ค่าบริการ,เลขที่,เบอร์,จำนวน,เลข,เลข,เลข,บาท",0
"เลือก,แพ็กเกจ,ที่,ใช่,ด้วย,งานบริการ,แนะนำ,โปร,จาก,ทรูมูฟ,ค่าคงตัวของพลังค์,สะดวก,ง่าย,ที่,แอ,ป,ทรู,ไอ,เซอร์วิส,ลิงก์",0
"รหัส,ยืน,ขัน,เลข,ใช้,ใต้,ภายใน,เลข,นาที,อย่า,เปิดเผย,กับ,คนอื่น",0
"ลด,เลย,วิถี,นี้,ใช้,แค่,เลข,ทรู,พอยท์,แลก,บัตรกำนัล,เงินสด,คณิต,บาท,จ่าย,เลข,ตัวเลข,คณิต,ไม่,มี,ใคร,คุ้ม,เท่า,เธอ,แล้ว,ค่ะ,ตัวเลข,เป็นเจ้าของ,ค,แม็ท,เลข,เม,ย,เลข,ลิงก์",0
"เลข,การห้าม,แจ้ง,โค้ด,กับ,ปัจเจกชน,อื่น,ทุก,เคส,เลข",0
"แพ็กเกจ,บน,แอ,ป,จะ,มี,การ,ปรับเปลี่ยน,ช่อง,โดย,และ,จะ,ขัดขวาง,ให้บริการ,เริ่ม,ตั้งแต่,คณิตศาสตร์,กันยายน,ตัวเลข,เป็นต้นไป,ท่าน,สามารถ,รับ,ดู,รายการ,ความบันเทิง,อื่นๆ,อีก,มากมาย,ได้มา,ตามปกติ,ทาง,เพิ่มเติม,ลิงก์,เช็ก,แปลง,แพ็ก,ลิงก์",0
"พัสดุ,เลข,จัดส่ง,สำเร็จ,แล้ว,ตรวจสอบ,ได้ที่,อินเตอร์เน็ตไซต์,หาก,มี,ข้อสงสัย,กรุณา,สัมผัส,ตัวเลข",0
"เลข,เลข,สำหรับ,สมัคร,อย่า,บอก,รหัส,นี้,กับ,บุคคล,อื่น",0
"เสริม,เฉพาะ,คุณ,รับ,สกอร์,เลข,เมื่อ,กลับมา,ช้อป,ของซื้อของขาย,ใดๆ,ภายใน,เลข,คณิต,เลข,และ,ได้,ส่วนลด,คณิต,กรอก,โค้ด,เฉพาะที่,ลิงก์,ช้อป,เลย,ลิงก์",0
"อย่า,ช้า,โหลด,แอ,ป,มัด,ตั๋ว,แลก,บัตร,ไต่ขึ้น,ฟรี,ลิงก์",0
"เลข,คณิต,ชิม,เน็ต,เป็นรายปี,เฉลี่ย,เพียงแค่,พระจันทร์,ละ,เลข,ลิงก์,ยกเลิก,ข่าวสาร,เข้า,แอ,ปฯ,ซัด,ตั้งค่า,บัญชี,ตั้งค่า,การ,ยืนยัน,เตือน",0
"ยก,ขบวน,มือถือ,รุ่น,เด็ด,พร้อม,โปรโมชัน,ส่วนลด,จัด,เต็ม,ใน,งาน,ณ,ศูนย์การประชุมแห่งชาติสิริกิติ์,ระหว่าง,วันที่,เลข,เลข,กุมภาพันธ์,เลข,เตรียม,มา,ชอป,มือถือ,ใหม่,รับ,ปี,มังกร,พร้อม,ลด,ภาษี,ได้,เต็ม,ขึ้นอยู่กับ,อัตรา,เงินได้,สุทธิ,ที่,เสียภาษี,แล้ว,พบกัน,ภายใน,งาน,ตั้งแต่,เลข,เลข,น,เลข,เลข,น",0
"แจก,ฟรี,มือถือ,จอ,พับ,รุ่นใหม่,เลข,แจก,ฟ,ริ,เฉพาะ,เลข,สิงหาคม,เลข,เล่น,ฟรี,ทุก,วันที่,ทรู,ไอ,ดี,คลิก,เลย,ลิงก์",0
"คุ้ม,สุด,เน็ต,แรง,เต็ม,สปีด,เลข,เลข,บาท,เลข,วัน,สมัคร,โทรเลข,เลข,หรือ,คลิก,ลิงก์,ถึง,เลข,เมษายน,เลข",0
"รวบรวม,แต้ม,ด่วน,ครบ,แม็ท,คะแนนบาสเกตบอล,ลุ้น,เอา,ส่วนลด,และ,รับ,แต้มสีเป็นจุดๆ,ฟรี,แม็ท,แต้ม,วันนี้,เลข,มีนาคม,เลข,คลิก,ลิงก์",0
"เลข,เลข,ลด,แรง,พร้อม,รับเงิน,คืน,สูงสุด,เลข,คลิก,ลิงก์",0
"แจ้ง,เตือน,มี,คน,ลงชื่อ,เข้า,ใช้งาน,บัญชี,ของ,คุณ,บน,อุปกรณ์,ใหม่",0
"เที่ยง,คืนนี้,คณิต,แม็ท,แจก,รหัส,ลด,เสริม,ลิงก์",0
"พิเศษ,ซื้อ,ประกัน,เดิน,ทางผ่าน,ดี,ชัวรันส์,รับ,ส่วนลด,เลข,ทันที,ไม่,มี,ขั่น,ต่ำ,กรอก,โค้ด,เลข,ลิงก์",0
"ให้,ประกันชีวิต,ดูแล,คุณ,และ,คน,ที่รัก,เบี้ย,เริ่ม,แค่,ปี,ละ,เลข,บาท,คุ้มครอง,สูงสุด,เลข,ล,บาท,คลิก,เลย,ลิงก์",0
"สัง,เกตุ,ได้มา,จาก,ชื่อเสียงเรียงนาม,ถ้า,เป็น,อารอน_เบอร์,ธรรมดา,คือ,มิ,จ,เพราะว่า,ส่วนมาก,จะ,มีชื่อ,หมด,ละ,อย่างไร,งี้,เวลาบนหน้าปัด,ข้อความ,ไปถึง",0
"โต,แล้ว,ไม่,คิด,เรื่อง,หยุมหยิม,หรอก,หยุ,ม,หัว,กัน,ไป,เลย,ส่ง,สติกเกอร์,ไป,หยุ,ม,ใน,แชท,เลย,โหลด,ง่ายๆ,ที่,จ่าย,สะดวก,ผ่าน,เบอร์,ลิงก์",0
"ดีแทค,แกรมมี่,แจก,หนัก,โชค,มือถือ,เลข,เลข,บาท,แค่,สมัคร,รับ,ข้อความ,จาก,บริการ,ดูดวง,ดังนี้,ยิปซี,ชี้,โชค,กด,เลข,เลข,ดวงดี,รายวัน,กด,เลข,เลข,ทา,โร,ต์,พยากรณ์,กด,เลข,เลข,วันนี้,เลข,เมษายน,เลข,สอบถาม,เพิ่มเติม,แกรมมี่,คอลเซ็นเตอร์,โทรเลข",0
"รหัส,สำหรับ,ปิด,การใช้งาน,หรือ,ข้า,ย,เครื่อง,ยืนยัน,ตัวตน,ของ,คุณ,คือ,เลข",0
"เปย์,ให้,คุ้ม,ดีล,ลด,สูงสุด,เลข,พร้อม,แจก,โค้ด,ส่ง,ฟรี,ไม่,มี,ขั้นต่ำ,แล้วไป,ช้อป,กันที่,ตั้งแต่,เลข,มีนาคม,เลข,เลข,มีนาคม,เลขที่,ทรู,ไอ,ดี,คลิก,ลิงก์",0
"วันนี้,ทุก,เที่ยว,เดินทาง,บีทีเอส,มีค่า,เลข,สถานี,เลข,พอยท์,พิเศษ,รับ,พอยท์,เลข,เพียง,เดินทาง,อย่าง,น้อย,เลข,เที่ยว,สัปดาห์,ดู,เพิ่มเติม,คลิก,เลข,เลข,เงื่อนไข,เป็นไป,ตามที่,บริษัทฯ,กำหนด",0
"แจก,จุใจ,ของขวัญ,ปีใหม่,ฟรี,เลข,เฉพาะ,เลข,มกราคม,ตัวเลข,เล่น,ฟรี,ดิน,ทรู,ตัวไอ,ดี,คลิก,ลิงก์",0
"เลข,เลข,นี้,แจก,โค้ด,ส่ง,ฟรี,ช้อป,เลย,ลิงก์",0
"สมัคร,แอพ,บน,อุปกรณ์,ใหม่,หาก,ไม่,ใช่,คุณ,กรุณา,ติดต่อ,ธนาคาร,ทันที",0
"แม็ท,แม็ท,คณิต,จัดส่ง,สำเร็จ,รายละเอียด,ลิงก์",0
"แจก,จุใจ,ส่งท้าย,เดือน,ฟรี,เลข,เฉพาะ,เลข,มกราคม,เลข,เล่น,ฟรี,ที่,แอ,ป,ทรู,ไอ,ดี,คลิก,ลิงก์",0
"นั่ง,ทำงาน,ได้,ฟรี,หรือ,จะ,นั่ง,ชิลล์,ก็ได้,ลูกค้า,ทรู,แลก,คุ้ม,ใช้เป็นเครื่องมือ,ฟรี,ทั้งวัน,กด,มอบ,พรรคพวก,เข้า,ฟรี,เลข,ชม,หรือ,ใช้งาน,เลข,ทรู,พอยท์,เริ่มต้น,คณิตศาสตร์,พระบาท,อัป,สิทธิ์,เต็ม,วัน,คณิต,มี,ค,เลข,คณิตศาสตร์,ธค,เลข,ลิงก์",0
"มา,เก่า,ได้,ก่อน,ซัมเมอร์,นี้,ต้อง,มี,วางแพลน,ช้อป,เท่านั้น,ใช้,ทรู,พอยท์,แลก,ส่วนลด,ในทันที,เลข,บาท,ที่,แม็ค,โค,ร,เลข,เลข,เป็นเจ้าของ,ย,คณิตศาสตร์,คลิก,เลย,ลิงก์",0
"ของขวัญ,ให้,ปัจเจกบุคคล,พิเศษ,จาน,ธีม,คีย์บอร์ด,มือถือ,ลาย,สุด,น่ารัก,เฉพาะ,ผู้ซื้อสินค้าและบริการ,เอไอเอส,โหลด,ฟรี,คลิก,ลิงก์",0
"พิเศษ,เฉพาะ,คุณ,เลข,ทั้ง,ร้าน,นาน,เลข,เดือน,เมื่อ,ผ่อน,ตั้งแต่,เลข,เลข,บาท,ขึ้นไป,ต่อ,เซลส์สลิป,ที่,โฮมโปร,ทุก,สาขา,คุ้ม,อีก,ต่อ,ใช้,คะแนน,เลข,เลข,คะแนน,แล,กรับ,ส่วนลด,โฮมโปร,มูลค่า,เลข,บาท,ตั้งแต่,วันที่,เลข,มีนาคม,เลข,เลข,พฤษภาคม,เลข,ข้อมูล,เพิ่มเติม,ที่,เว็บไซต์,บริษัทฯ,ยกเลิก,โทร,เบอร์,กู้,เท่าที่จำเป็น,และ,ชำระคืน,ได้,ตามกำหนด,จะ,ได้,ไม่,เสียดอกเบี้ย,เลข,เลข,ต่อ,ปี",0
"ประกัน,เดินทาง,จาก,ติ,ชัวรันส์ลด,คณิต,เลข,ยี่สิบสี่ชั่วโมง,เท่านั้น,ลิงก์",0
"เล่น,เน็ต,ดู,หนัง,ซีรีส์,เพลิน,ได้,ทั้งวัน,ใช้,เพียง,เลข,ทรู,พอยท์,แลก,เน็ต,ไม่,อั้น,เลข,เลข,ชม,วันที่,เลข,มีนาคม,เลข,เลข,มีนาคม,เลขที่,ทรู,ไอ,ดี,คลิก,เลย,ลิงก์",0
"แพ็กเกจ,ราย,เตือน,สุด,คุ้ม,คณิตศาสตร์,บาท,สมัคร,กด,แม็ท,คณิตศาสตร์,โทร,ออก,หรือ,คลิก,ลิงก์",0
"สัมผัส,เน็ต,บ้าน,สปีด,แรง,ที่มา,พร้อมกับ,ความบันเทิง,ชั้นนำ,ระดับโลก,แบบ,จุใจ,ผ่าน,พร้อม,รับ,ซิม,มือถือ,เลข,นาน,เลข,เดือน,ครบ,คุ้ม,จบ,ใน,แพ็ก,เดียว,ใน,ราคา,สุด,พิเศษ,เลข,บาท,เดือน,จาก,ปกติ,เลข,บาท,พร้อม,รับ,สิทธิ์,เซ,เร,เนด,ตามเงื่อนไข,ที่,กำหนด,สมัคร,คลิก,ลิงก์",0
"โชว์,ลด,เพิ่ม,เลข,จาก,ราคา,โปรโมชั่น,เมื่อ,ซื้อ,สินค้า,ใดๆ,ถึง,เลข,กรกฎาคม,เลข,เลข,จำกัด,เลข,สิทธิ์,สมาชิก,เงื่อนไข,คลิก,ลิงก์,โหลด,รับข้อเสนอ,พิเศษ,จาก,บู๊ทส์,ลิงก์,เปลี่ยนแปลง,การ,รับ,ข่าวสาร,โทร,เบอร์,หรือ,ลิงก์",0
