label,sms,change_sms,nltk,num_words
1,,,free entri number wkli comp win fa cup final tkts act st may amount text fa number receiv entri questionstd txt ratetc appli number number,25
0,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,yeah i imagine he would be really gentle unlike the other docs who treat their patients like turkeys,yeah imagin would realli gentl unlik doc treat patient like turkey,11
1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,sms auction a brand new nokia number is up number auction today auction is free number join take part txt nokia to number now hgsuite number number lands roww number j number hl,sms auction brand new nokia number number auction today auction free number join take part txt nokia number hgsuit number number land roww number j number hl,27
0,I donno if they are scorable,i donno if they are scorable,donno scorabl,2
1,,,free entri number wkli comp win fa cup net tkts number st may act text fa number receiv entri questionstd txt ratetc appli number number,25
1,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,thanks for the vote now sing along with the stars with karaoke on your mobile for a free link just reply with sing now,thank vote sing along star karaok mobil free link repli sing,11
0,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),in xam hall boy asked girl tell me the starting term for dis answer i can den manage on my own after lot of hesitation n lookin around silently she said the intha ponnungale ipaditan,xam hall boy ask girl tell start term dis answer den manag lot hesit n lookin around silent say intha ponnungal ipaditan,22
1,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,you will not believe it but it is true it is incredible txts reply g now to learn truly amazing things that will blow your mind from o number fwd only number ptxt,believ true incred txts repli g learn truli amaz thing blow mind number fwd number ptxt,16
0,Yar... I tot u knew dis would happen long ago already.,yar i tot you knew dis would happen long ago already,yar tot know dis would happen long ago alreadi,9
0,Great. So should i send you my account number.,great so should i send you my account number,great send account number,4
0,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",neither in sterm voice i am studying all fine with me not sure the thing will be resolved though anyway have a fab hols,neither sterm voic studi fine sure thing resolv though anyway fab hol,12
0,Did he just say somebody is named tampa,did he just say somebody is named tampa,say somebodi name tampa,4
1,,,unblock entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number issue,25
0,Who u talking about?,who you talking about,talk,1
1,,,free entri number wkli comp win fa cup terminal tkts number st may number text fa number receiv entri questionstd txt ratetc appli routine number,25
0,"What part of \don't initiate\"" don't you understand""",what part of do not initiate do not you understand ,part initi understand,3
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa count receiv entri questionstd txt ratetc appli number numerate,25
1,,,innocent entri number wkli comp win fa cup final tkts total st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp gain fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number figure,25
1,,,free entri count wkli comp win fa cup final tkts routine st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya", number number that call cost which i guess is not bad miss ya need ya want ya love ya,number number call cost guess bad miss ya need ya want ya love ya,14
0,Saw Guys and Dolls last night with Patrick Swayze it was great,saw guys and dolls last night with patrick swayze it was great,saw guy doll last night patrick swayz great,8
0,Yes:)sura in sun tv.:)lol.,yessura in sun tvlol,yessura sun tvlol,3
1,,,free entri come wkli comp win fa cup final tkts number st may numeral text fa number receiv entri questionstd txt ratetc appli number number,25
0,Argh why the fuck is nobody in town ;_;,argh why the fuck is nobody in town ,argh fuck nobodi town,4
0,Gudnite....tc...practice going on, link going on,link go,2
0,Y Ì_ wan to go there? C doctor?,y wan to go there c doctor,wan go c doctor,4
1,,,free entri number wkli comp win fa cup final tkts numeral st may number text fa routine receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp win fa cup net tkts numerate st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,rid entri number wkli comp win fa cup final tkts figure st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,"Just sent you an email ÛÒ to an address with incomm in it, is that right?",just sent you an email to an address with incomm in it is that right,send email address incomm right,5
1,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,thanks for your subscription to ringtone uk your mobile will be charged moneysymbol number month please confirm by replying yes or no if you reply no you will not be charged,thank subscript rington uk mobil charg moneysymbol number month pleas confirm repli yes repli charg,15
1,,,free entri issue wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli amount number,25
1,,,exempt entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number total,25
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli amount come,25
0,No messages on her phone. I'm holding it now,no messages on her phone i am holding it now,messag phone hold,3
1,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!", number urgent your mobile no number xxxxxxxxx won a moneysymbol number number bonus caller prize on number number number this is the number nd attempt to reach you call number as soon as possible,number urgent mobil number xxxxxxxxx win moneysymbol number number bonus caller prize number number number number nd attempt reach call number soon possibl,23
1,,,free entri number wkli comp win fa cup final tkts numeral st may numerate text fa number receiv entri questionstd txt ratetc appli number number,25
0,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,i have had two more letters from i will copy them for you cos one has a message for you speak soon,two letter copi cos one messag speak soon,8
0,Hey... Very inconvenient for your sis a not huh?,hey very inconvenient for your sis a not huh,hey inconveni si huh,4
0,I am sorry it hurt you.,i am sorry it hurt you,sorri hurt,2
1,,,free entri number wkli comp win fa cup final tkts act st whitethorn number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Come to mahal bus stop.. &lt;DECIMAL&gt;,come to mahal bus stop ltdecimalgt,come mahal bus stop ltdecimalgt,5
1,,,free entri number wkli comp win fa cup final tkts number st may list text fa act receiv entri questionstd txt ratetc appli number number,25
0,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",that day say cut you are hair at paragon is it called hair sense do noe how much is a hair cut,day say cut hair paragon call hair sens noe much hair cut,12
1,,,free entri bit wkli comp win fa cup final tkts number st may total text fa number receiv entri questionstd txt ratetc appli number number,25
0,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",honey sweetheart darling sexy buns sugar plum loverboy i miss you boytoy smacks your ass did you go to the gym too ,honey sweetheart darl sexi bun sugar plum loverboy miss boytoy smack go gym,13
1,,,free entri numerate wkli comp win fa cup final tkts number st may number text fa count receiv entri questionstd txt ratetc appli number number,25
1,,,liberate entri number wkli comp win fa cup final tkts numeral st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,But i have to. I like to have love and arrange.,but i have to i like to have love and arrange,like love arrang,3
1,,,detached entri numeral wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Merry christmas to u too annie!,merry christmas to you too annie,merri christma anni,3
0,Double eviction this week - Spiral and Michael and good riddance to them!,double eviction this week spiral and michael and good riddance to them,doubl evict week spiral michael good riddanc,7
1,,,free entri figure wkli comp win fa cup final tkts number st may enumerate text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp win fa cup final tkts number st may come text fa list receiv entri questionstd txt ratetc appli number number,25
1,,,free entri numeral wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number total,25
0,Thats cool. Where should i cum? On you or in you? :),that is cool where should i cum on you or in you ,cool cum,2
0,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,guai shd haf seen him when he is naughty so free today can go jogging,guai shd haf see naughti free today go jog,9
0,I'll let you know when it kicks in,i will let you know when it kicks in,let know kick,3
1,,,free entri count wkli comp win fa cup final tkts number st may number schoolbook fa number receiv entri questionstd txt ratetc appli number number,25
0,ÌÏ still got lessons?  ÌÏ in sch?, still got lessons in sch,still get lesson sch,4
1,,,barren entri number wkli comp win fa cup final tkts number st may come text fa number receiv entri questionstd txt ratetc appli number number,25
0,Draw va?i dont think so:),draw vai do not think so,draw vai think,3
0,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,ok but they said i have got wisdom teeth hidden inside n mayb need number remove,ok say get wisdom teeth hide insid n mayb need number remov,12
1,,,free entri act wkli comp win fa cup final tkts number st may figure text fa number receiv entri questionstd txt ratetc appli number number,25
0,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",i dont think so you do not need to be going out that late on a school night especially when the one class you have is the one you missed last wednesday and probably failed a test in on friday,dont think need go late school night especi one class one miss last wednesday probabl fail test friday,18
1,,,resign entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli count number,25
1,,,free entri number wkli comp win fa cup final tkts number st May number textbook fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp win fa cupful final tkts number st may number text fa routine receiv entri questionstd txt ratetc appli number number,25
0,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",i wonder if your phone battery went dead i had to tell you i love you babe,wonder phone batteri go dead tell love babe,8
0,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",hey sexy buns have i told you i adore you loverboy i hope you remember to thank your sister in law for those meatballs grins i love you babe,hey sexi bun tell ador loverboy hope rememb thank sister law meatbal grin love babe,15
0,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",i got arrested for possession at i shit you not lttimegt pm,get arrest possess shit lttimegt pm,6
1,,,free entri number wkli comp win fa cup final tkts number st whitethorn number text fa number receiv entri questionstd txt ratetc appli figure number,25
1,,,exempt entri number wkli comp win fa cup final tkts number st may list text fa number receiv entri questionstd txt ratetc appli number number,25
0,You also didnt get na hi hi hi hi hi,you also did not get na hi hi hi hi hi,also get na hi hi hi hi hi,8
0,Nationwide auto centre (or something like that) on Newport road. I liked them there,nationwide auto centre or something like that on newport road i liked them there,nationwid auto centr someth like newport road like,8
1,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to link no subscriptions,unsubscrib servic get ton sexi babe hunk straight phone go link subscript,12
0,Ew are you one of them?,ew are you one of them,ew one,2
0,Wait . I will msg after  &lt;#&gt;  min.,wait i will message after ltgt min,wait messag ltgt min,4
1,Call FREEPHONE 0800 542 0578 now!,call freephone number number number now,call freephon number number number,5
0,Ok... C ya...,ok c ya,ok c ya,3
0,Oh ya ya. I remember da. .,oh ya ya i remember da ,oh ya ya rememb da,5
1,,,devoid entri number wkli comp win fa cup final tkts amount st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,unloose entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli total number,25
1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! ",congrats number year special cinema pass for number is yours call number now c suprman v matrix number starwars number etc all number free,congrat number year special cinema pas number call number c suprman v matrix number starwar number etc number free,19
0,He needs to stop going to bed and make with the fucking dealing,he needs to stop going to bed and make with the fucking dealing,need stop go bed make fuck deal,7
1,,,free entri routine wkli comp win fa cupful final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,I dont know why she.s not getting your messages,i do not know why shes not getting your messages,know shes get messag,4
1,,,dislodge entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number routine,25
0,Jokin only lar... :-) depends on which phone my father can get lor...,jokin only lar depends on which phone my father can get lor,jokin lar depend phone father get lor,7
1,,,free entri turn wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number routine,25
1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",you have been selected to stay in number of number top british hotels for nothing holiday worth moneysymbol number to claim call london number bx number sw number ss,select stay number number top british hotel noth holiday worth moneysymbol number claim call london number bx number sw number,20
0,What's up. Do you want me to come online?,what is up do you want me to come online,want come onlin,3
0,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",please protect yourself from ethreats sib never asks for sensitive information like passwordsatmsms pin thru email never share your password with anybody,pleas protect ethreat sib never ask sensit inform like passwordsatmsm pin thru email never share password anybodi,17
0,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,let me know if you need anything else salad or desert or something how many beers shall i get,let know need anyth els salad desert someth mani beer shall get,12
1,,,gratis entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number numerate,25
0,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,but i am on a diet and i ate number too many slices of pizza yesterday ugh i am always on a diet,diet ate number mani slice pizza yesterday ugh alway diet,10
1,,,free entri numeral wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli numerate number,25
0,"Doing nothing, then u not having dinner w us?",doing nothing then you not having dinner w us,noth dinner w u,4
1,,,free entri number wkli comp winnings fa cup concluding tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp win fa cup concluding tkts number st may number text fa number receiv entri questionstd txt ratetc appli numeral number,25
0,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",ooh number got i am going to start belly dancing in moseley weds number number if you want number join me they have a cafe too,ooh number get go start belli danc moseley wed number number want number join cafe,15
0,Yes princess! I want to make you happy...,yes princess i want to make you happy,yes princess want make happi,5
0,Well thats nice. Too bad i cant eat it,well that is nice too bad i cannot eat it,well nice bad eat,4
0,"Sorry, got a late start, we're on the way",sorry got a late start we are on the way,sorri get late start way,5
1,,,exempt entri number wkli comp win fa cup final tkts act st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,well there is a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that i am a weed fiendmake them smoke too muchimpede their doing other things so you see how i am hesitant,well pattern emerg friend tell drive come smoke tell weed fiendmak smoke muchimped thing see hesit,16
0,I ask if u meeting da ge tmr nite...,i ask if you meeting da ge tomorrow nite,ask meet da ge tomorrow nite,6
0,I'm very happy for you babe ! Woo hoo party on dude!,i am very happy for you babe woo hoo party on dude,happi babe woo hoo parti dude,6
1,,,free entri number wkli comp win fa cup final tkts number st may turn text fa number receiv entri questionstd txt ratetc appli come number,25
1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum.,not heard from u number a while call number rude chat private line number to cum,hear u number call number rude chat privat line number cum,11
1,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",thank you winner notified by sms good luck no future marketing reply stop to number customer services number ,thank winner notifi sm good luck futur market repli stop number custom servic number,14
0,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,thk some of them find wtc too far weiyi not goin e rest i do not know yet r you are goin number dinner den i might b able to join,thk find wtc far weiyi goin e rest know yet r goin number dinner den might b abl join,19
1,,,free entri figure wkli comp win fa cup final tkts number st may number text fa bit receiv entri questionstd txt ratetc appli number number,25
1,,,unblock entri number wkli comp win fa cup final tkts number st may number text fa amount receiv entri questionstd txt ratetc appli number number,25
1,,,free entri count wkli comp succeed fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077..zed POBox 36504 W45WQ norm150p/tone 16+,free for number st week no number nokia tone number you are mob every week just txt nokia to link pobox number w number wq norm number ptone number ,free number st week number nokia tone number mob everi week txt nokia link pobox number w number wq norm number ptone number,23
1,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,guess who am ithis is the first time i created a web page link read all i wrote i am waiting for your opinions i want to be your friend number number ,guess ithi first time creat web page link read write wait opinion want friend number number,16
1,,,free entri enumerate wkli comp win fa cup final tkts number st may amount text fa number receiv entri questionstd txt ratetc appli number number,25
1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,we tried to contact you re your reply to our offer of a video handset number anytime networks mins unlimited text camcorder reply or call number now,tri contact repli offer video handset number anytim network min unlimit text camcord repli call number,16
1,,,free entri routine wkli comp win fa cup final tkts enumerate st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,3 pa but not selected., number pa but not selected,number pa select,3
0,Wat time Ì_ wan today?,wat time wan today,wat time wan today,4
1,,,free entri number wkli comp win fa cup final tkts number st may bit text fa numeral receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa amount receiv entri questionstd txt ratetc appli total number,25
1,Promotion Number: 8714714 - UR awarded a City Break and  a ÃÂ£200 Summer Shopping spree. 08718738034,promotion number number you are awarded a city break and a moneysymbol number summer shopping spree number ,promot number number award citi break moneysymbol number summer shop spree number,12
1,,,loose entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli list number,25
1,"Your Mobile Won 500,000.00euro in Blackberry Netherlands Promo. For claims E-mail code: NL101 to claims@bbnetherlands.co.cc",your mobile won number number number euro in blackberry netherlands promo for claims email code nl number to link ,mobil win number number number euro blackberri netherland promo claim email code nl number link,15
0,Play w computer? Aiyah i tok 2 u lor?,play w computer aiyah i tok number you lor,play w comput aiyah tok number lor,7
1,,,justify entri number wkli comp win fa cup final tkts number st may number text fa list receiv entri questionstd txt ratetc appli number number,25
0,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,lol yes our friendship is hanging on a thread because you will not buy stuff,lol yes friendship hang thread buy stuff,7
0,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,i am back good journey let me know if you need any of the receipts shall i tell you like the pendent,back good journey let know need receipt shall tell like pendent,11
0,Goodnight da thangam I really miss u dear.,goodnight da thangam i really miss you dear,goodnight da thangam realli miss dear,6
1,"With airtel 3G watch over 90 TV channels across Entertainment, Sports, Music, News on your phone- http://apalyaps15.com/tv/TV.jsp .To activate 3G, SMS 3G to 121",with airtel number g watch over number tv channels across entertainment sports music news on your phone link to activate number g sms number g to number ,airtel number g watch number tv channel across entertain sport music news phone link activ number g sms number g number,21
0,How much it will cost approx . Per month.,how much it will cost approx per month,much cost approx per month,5
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa total receiv entri questionstd txt ratetc appli number figure,25
1,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",your account has been credited with number free text messages to activate just txt the word credit to no number tcs link ,account credit number free text messag activ txt word credit number tc link,13
1,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",this is the number nd attempt to contract you you have won this weeks top prize of either moneysymbol number cash or moneysymbol number prize just call number ,number nd attempt contract win week top prize either moneysymbol number cash moneysymbol number prize call number,17
1,,,free entri number wkli comp succeed fa cup last tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Hey i will be late ah... Meet you at 945+,hey i will be late ah meet you at number ,hey late ah meet number,5
0,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,then just eat a shit and wait for you are monkey face bitch you asshole,eat shit wait monkey face bitch asshol,7
0,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,are you happy baby are you alright did you take that job i hope your fine i send you a kiss to make you smile from across the sea kiss kiss,happi babi alright take job hope fine send kiss make smile across sea kiss kiss,15
0,Hey tmr maybe can meet you at yck,hey tomorrow maybe can meet you at yck,hey tomorrow mayb meet yck,5
1,,,free entri number wkli comp win fa cup final tkts number st may total text fa number receiv entri questionstd txt ratetc appli come number,25
0,I went to project centre,i went to project centre,go project centr,3
0,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,lol you drunkard just doing my hair at d moment yeah still up number tonight wats the plan,lol drunkard hair moment yeah still number tonight wat plan,10
0,If i said anything wrong sorry de:-),if i said anything wrong sorry de,say anyth wrong sorri de,5
0,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,mmmmmmm snuggles into you deep contented sigh whispers i fucking love you so much i can barely stand it ,mmmmmmm snuggl deep content sigh whisper fuck love much bare stand,11
1,,,liberal entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number enumerate,25
0,I accidentally deleted the message. Resend please.,i accidentally deleted the message resend please,accident delet messag resend pleas,5
0,Hi. I'm sorry i missed your call. Can you pls call back.,hi i am sorry i missed your call can you pls call back,hi sorri miss call pls call back,7
1,,,free entri bit wkli comp win fa cup final tkts number st may number text fa total receiv entri questionstd txt ratetc appli number number,25
1,,,barren entri number wkli comp win fa cup final tkts number st may number text fa routine receiv entri questionstd txt ratetc appli number number,25
0,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,haha but no money leh later got to go for tuition haha and looking for empty slots for driving lessons,haha money leh later get go tuition haha look empti slot drive lesson,13
0,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",i can make it up there squeezed ltgt bucks out of my dad,make squeez ltgt buck dad,5
1,,,disengage entri number wkli comp win fa cup final tkts number st may number text fa bit receiv entri questionstd txt ratetc appli number number,25
0,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try", number at the latest g s still there if you can scrounge up some ammo and want to give the new ak a try,number late g still scroung ammo want give new ak tri,11
1,,,liberal entri act wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,where is mummy s boy is he being good or bad is he being positive or negative why is mummy being made to wait hmmmm,mummi boy good bad posit negat mummi make wait hmmmm,10
0,Hmmm.but you should give it on one day.., link you should give it on one day,link give one day,4
0,K.then any other special?,kthen any other special,kthen special,2
1,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,datingi have had two of these only started after i sent a text to talk sport radio last week any connection do you think or coincidence,datingi two start send text talk sport radio last week connect think coincid,13
0,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,mum say we wan to go then go then she can shun bian watch da glass exhibition,mum say wan go go shun bian watch da glass exhibit,11
1,,,free entri number wkli comp win fa cup final tkts numerate st may bit text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli figure turn,25
0,Have you finished work yet? :),have you finished work yet ,finish work yet,3
1,,,release entri count wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd.,i do not know you and you do not know me send chat to number now and let us find each other only number pmessage rcvd,know know send chat number let u find number pmessag rcvd,11
1,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade See o2.co.uk/games 4 Terms + settings.,buy space invaders number a chance number win orig arcade game console press number for games arcade see link number terms settings,buy space invad number chanc number win orig arcad game consol press number game arcad see link number term set,20
1,,,free entri number wkli comp win fa cup final tkts turn st may number text fa number receiv entri questionstd txt ratetc appli turn number,25
1,,,free entri number wkli comp winnings fa cup final tkts turn st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,,,dislodge entri number wkli comp win fa cup final tkts issue st may number text fa number receiv entri questionstd txt ratetc appli number number,25
1,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",urgent your mobile no was awarded a moneysymbol number number bonus caller prize on number number number this is our number nd attempt to contact you call number number number box number qu bt national rate,urgent mobil award moneysymbol number number bonus caller prize number number number number nd attempt contact call number number number box number qu bt nation rate,26
1,,,destitute entri number wkli comp win fa cup final tkts number st may number text fa amount receiv entri questionstd txt ratetc appli number number,25
1,,,complimentary entri number wkli comp win fa cup final tkts act st may number text fa number receiv entri questionstd txt ratetc appli number number,25
0,have got * few things to do. may be in * pub later.,have got few things to do may be in pub later,get thing may pub later,5
0,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",huh hyde park not in mel ah opps got confused anyway if tt s e best choice den we juz have to take it,huh hyde park mel ah opp get confus anyway tt e best choic den juz take,16
0,PICK UR FONE UP NOW U DUMB?,pick you are fone up now you dumb,pick fone dumb,3
0,7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today.., number at esplanade do mind giving me a lift cos i got no car today,number esplanad mind give lift co get car today,9
1,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",you are guaranteed the latest nokia phone a number gb ipod mp number player or a moneysymbol number prize txt word collect to no number ibhltd ldnw number h number pmtmsgrcvd number ,guarante late nokia phone number gb ipod mp number player moneysymbol number prize txt word collect number ibhltd ldnw number h number pmtmsgrcvd number,24
1,,,free entri number wkli comp win fa cup final tkts act st may number schoolbook fa number receiv entri questionstd txt ratetc appli number number,25
0,When you are big..| God will bring success.,when you are big god will bring success,big god bring success,4
0,I.ll post her out l8r. In class,ill post her out l number r in class,ill post l number r class,6
0,S:)no competition for him.,sno competition for him,sno competit,2
0,When you guys planning on coming over?,when you guys planning on coming over,guy plan come,3
0,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",she is our sister she belongs number our family she is d hope of tomorrow pray number herwho was fated number d shoranur train incident let us hold our hands together amp fuelled by love amp concern prior number her grief amp pain pls join in dis chain amp pass it stop violence against women,sister belong number famili hope tomorrow pray number herwho fat number shoranur train incid let u hold hand togeth amp fuel love amp concern prior number grief amp pain pls join dis chain amp pas stop violenc woman,38
1,,,loose entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli bit number,25
0,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ron say fri leh n he said ding tai feng cannot make reservations but he said wait lor,ron say fri leh n say ding tai feng make reserv say wait lor,14
0,Oh that was a forwarded message. I thought you send that to me,oh that was a forwarded message i thought you send that to me,oh forward messag think send,5
0,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,think you sent the text to the home phone that cannot display texts if you still want to send it his number is,think send text home phone display text still want send number,11
0,Go fool dont cheat others ok,go fool do not cheat others ok,go fool cheat other ok,5
0,i felt so...not any conveying reason.. Ese he... What about me?,i felt link any conveying reason ese he what about me,felt link convey reason ese,5
1,,,relinquish entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number come,25
1,,,free entri issue wkli comp win fa cup final tkts number st may numerate text fa number receiv entri questionstd txt ratetc appli number number,25
1,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,you will be receiving this week s triple echo ringtone shortly enjoy it,receiv week tripl echo rington short enjoy,7
